,1. Jaunā VIENOTĪBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2. ""Latvijas Krievu savienība""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. Zaļo un Zemnieku savienība,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4. TAUTAS KALPI LATVIJAI,,,,,,,,,,,,,,,,,,,,,,"5. ""SUVERĒNĀ VARA""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6. ""Kristīgi Progresīvā Partija""",,,,,,,,,,"7. ""Saskaņa"" sociāldemokrātiskā partija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8. Politiskā partija ""Stabilitātei!""",,,,,,,,,,,,,,,,,,,,"9. Politiskā partija ""Tautas varas spēks""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10. Partija ""Vienoti Latvijai""",,,,,,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12. LATVIJA PIRMAJĀ VIETĀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13. Konservatīvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14. Politiskā partija ""KATRAM UN KATRAI""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15. ""PROGRESĪVIE""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16. Attīstībai/Par!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17. ""Apvienība Latvijai""",,,,,,,,,,,,,,,,,,,,,,,,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19. Politiskā partija ""Republika""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164. DAUGAVPILS RUĢEĻU PIRMSSKOLAS IZGLĪTĪBAS IESTĀDE,3,3,2,1,0,1,2,1,1,1,0,1,0,1,0,2,0,2,0,1,1,1,0,1,2,2,1,2,0,2,1,2,37,0,49,0,26,1,28,1,21,1,19,2,19,2,22,1,24,1,19,1,21,1,21,1,20,1,20,2,23,1,18,2,28,1,13,7,13,5,14,6,13,6,11,5,13,5,12,5,12,6,10,6,11,5,12,4,12,6,12,5,11,5,12,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,22,2,24,2,18,2,16,2,18,2,16,2,15,2,17,2,14,2,16,2,18,2,18,3,16,3,15,3,14,3,0,0,0,0,0,0,0,0,0,0,72,4,16,4,24,7,52,3,38,5,13,4,15,3,9,5,10,4,11,5,14,5,9,4,10,4,11,3,13,4,30,8,71,1,70,4,49,2,47,3,52,2,64,1,52,2,51,2,46,3,47,4,10,0,2,0,1,0,1,0,1,0,2,0,0,0,2,0,1,0,1,0,2,0,2,0,2,0,1,0,2,0,2,0,1,0,1,0,2,0,2,2,1,2,10,1,1,2,1,2,1,2,1,2,1,2,4,2,5,2,1,2,4,0,1,2,1,2,1,2,3,2,23,2,4,1,14,3,11,1,7,1,7,1,6,1,8,1,13,0,10,1,5,0,14,2,5,1,7,1,4,2,4,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,58,2,6,7,6,7,8,6,8,4,4,6,6,5,3,6,5,6,4,6,6,6,5,6,6,6,6,6,5,6,5,6,9,1,2,0,3,1,1,1,5,1,0,1,4,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,8,6,19,6,15,1,4,1,2,1,0,3,0,1,9,4,0,1,0,1,0,1,0,3,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,26,2,10,8,8,9,8,8,8,9,7,8,8,8,7,8,9,9,7,9,7,9,6,8,7,8,6,8,6,9,11,0,5,1,4,2,4,2,3,3,3,3,4,2,5,1,3,3,3,3,4,1,4,1,3,2,5,0,5,0,4,1
165. POĻU KULTŪRAS CENTRS,4,0,3,0,2,0,2,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,0,10,0,4,0,6,0,3,0,2,0,3,0,3,0,4,0,3,0,3,0,5,0,3,0,2,0,4,0,2,0,17,1,11,1,10,1,9,1,10,1,6,1,9,1,8,1,7,1,9,1,6,1,7,2,7,1,7,1,8,1,8,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2,0,1,1,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,39,1,12,2,22,2,27,4,21,2,14,4,22,2,13,2,18,2,17,2,10,3,12,3,11,2,11,4,15,2,21,2,39,2,32,3,20,2,20,3,23,2,24,2,23,2,19,3,20,2,20,2,9,0,3,0,3,0,3,0,2,0,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,7,0,8,1,7,4,3,0,3,0,3,0,5,0,6,0,6,0,4,4,2,0,4,0,3,0,4,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,22,1,3,0,3,0,5,0,3,2,3,0,5,2,3,0,3,1,3,2,3,0,3,0,3,0,3,0,3,0,3,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,12,1,5,2,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,20,2,8,1,5,2,5,0,5,1,4,0,5,0,6,0,8,0,4,0,6,0,4,0,4,0,4,0,6,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166. DAUGAVPILS DRAUDZĪGĀ AICINĀJUMA VIDUSSKOLA,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,27,1,18,1,17,1,15,0,13,1,13,1,13,1,14,0,17,0,13,1,13,1,14,1,13,1,12,1,14,1,12,1,14,2,13,2,10,3,10,1,9,1,9,2,8,3,10,2,8,2,9,1,8,2,9,1,9,1,9,1,9,2,8,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,13,0,13,0,12,0,13,0,11,0,10,0,12,0,9,0,10,0,10,0,9,0,10,0,9,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,72,7,28,7,31,6,54,3,64,5,28,7,24,6,22,6,26,6,25,6,24,6,21,8,18,9,18,6,22,7,32,9,102,0,93,4,65,4,61,5,68,3,65,3,67,4,70,3,57,3,56,5,8,0,3,1,2,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,15,1,1,1,0,1,0,1,1,1,2,1,3,0,3,1,2,1,1,1,0,1,1,1,0,1,1,1,17,0,2,0,3,0,2,1,2,1,2,0,1,0,1,0,4,3,6,0,1,0,6,0,5,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,7,2,7,3,7,4,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,5,3,6,3,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3,19,1,8,0,3,2,2,2,3,1,3,1,9,1,4,0,1,2,2,1,3,0,3,0,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,23,1,2,2,4,2,1,2,2,1,2,1,4,1,5,1,5,2,4,1,8,1,3,1,3,1,2,1,3,1,5,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0
167. DAUGAVPILS VALSTSPILSĒTAS VIDUSSKOLA,4,0,2,0,2,0,3,0,2,0,2,0,3,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,37,1,22,0,20,0,18,1,13,1,13,2,13,1,15,1,17,0,13,1,14,0,15,3,12,0,10,1,12,1,11,1,24,1,17,4,10,4,11,5,12,4,10,5,10,4,10,5,11,5,11,5,10,4,11,4,10,4,9,4,10,4,8,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,11,1,15,3,6,5,8,5,8,3,13,3,10,3,10,2,8,3,13,1,9,3,9,2,10,4,8,5,8,3,0,0,0,0,0,0,1,0,0,0,59,5,16,11,24,9,33,12,40,2,15,6,12,7,11,6,16,7,14,6,14,5,12,8,13,9,11,9,15,7,25,7,99,3,70,9,54,5,48,6,57,5,54,4,64,4,58,3,47,3,46,5,4,0,3,0,2,0,2,0,2,0,2,1,0,0,2,1,2,0,2,0,2,0,2,0,2,0,2,1,2,0,3,1,0,0,0,0,0,0,6,0,5,0,10,0,4,0,3,0,4,0,4,0,5,0,5,0,5,2,2,0,3,0,2,0,3,0,3,0,3,0,19,3,3,4,5,3,8,2,1,4,1,4,1,4,3,4,1,4,2,4,2,3,6,4,1,4,5,1,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,6,0,7,0,6,0,7,0,5,0,6,0,5,0,6,0,5,0,6,0,5,0,5,0,6,0,5,0,5,0,4,0,1,0,3,1,1,0,1,0,3,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,4,32,1,19,3,5,5,4,6,3,6,4,5,17,5,4,5,4,5,2,6,2,6,10,6,2,6,4,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,2,2,1,1,1,0,1,1,1,0,1,0,1,1,1,4,2,1,1,1,1,0,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
168. DAUGAVPILS VALSTSPILSĒTAS VIDUSSKOLA,5,3,7,1,2,1,1,4,2,2,1,1,1,1,6,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,30,1,23,2,19,1,16,2,12,2,13,2,12,1,12,1,15,1,11,1,12,2,13,1,12,1,12,1,14,1,11,0,24,1,10,1,11,1,11,1,11,1,10,1,8,3,10,1,10,1,7,0,6,0,10,0,8,1,10,0,10,1,7,1,2,0,2,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,42,0,9,0,14,0,5,2,6,0,4,0,6,0,3,0,4,0,3,0,5,0,3,0,4,1,3,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,62,7,25,7,32,9,48,5,43,3,24,9,27,9,17,9,25,9,22,8,19,6,17,7,19,7,17,7,23,7,34,8,98,1,93,5,66,1,63,2,69,0,67,0,73,3,66,1,63,4,61,3,14,0,8,1,6,0,5,0,5,0,6,0,0,0,9,0,5,0,7,0,5,0,6,1,5,0,5,0,6,0,8,0,0,0,0,0,0,0,7,0,2,0,21,0,4,1,3,0,2,0,3,0,2,0,9,1,9,1,3,0,4,0,3,0,2,0,2,0,6,0,24,2,5,3,15,6,9,5,5,1,4,2,4,2,5,3,7,2,7,2,6,1,12,2,4,1,5,2,4,2,3,2,1,0,2,0,1,0,2,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,48,3,12,1,11,1,13,1,12,1,11,1,11,1,11,1,10,1,10,1,10,1,10,1,10,1,10,1,11,1,10,1,2,0,3,0,3,0,2,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,10,5,24,4,13,4,6,3,2,4,1,5,3,4,12,2,1,4,1,5,1,4,4,5,2,3,1,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,15,1,6,1,0,1,2,1,1,1,0,1,1,2,2,1,7,1,3,1,1,1,0,1,1,1,1,1,1,1,8,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
169. DAUGAVPILS TEHNOLOĢIJU VIDUSSKOLA-LICEJS,8,2,7,0,3,1,3,2,2,1,1,1,0,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,65,2,45,3,45,3,39,1,29,1,29,2,30,1,29,1,32,0,25,1,26,1,30,1,27,1,26,1,29,1,26,1,41,2,18,6,21,7,19,6,14,7,14,6,13,7,14,6,12,7,13,6,14,5,19,6,16,6,14,7,14,7,14,7,3,2,7,1,5,1,3,1,2,1,2,1,2,1,3,1,2,1,1,1,2,1,60,2,15,2,12,2,10,3,9,3,10,3,11,2,14,1,12,2,9,3,17,1,10,3,10,3,10,2,9,3,8,3,1,0,1,0,2,0,4,0,1,0,117,5,35,9,54,7,87,5,72,4,43,7,42,6,32,8,36,4,35,5,33,5,32,4,32,4,29,6,32,7,52,6,151,3,127,11,88,6,86,6,96,5,95,6,96,4,89,6,82,5,81,6,7,0,5,0,4,0,4,0,3,0,4,0,0,0,7,0,4,0,4,0,3,0,9,0,6,0,3,0,4,0,4,0,0,0,0,0,0,0,5,2,1,3,21,2,4,2,1,4,1,2,2,2,0,3,8,1,7,6,1,2,3,3,0,5,1,3,1,4,2,3,28,3,8,4,17,3,11,6,5,6,5,4,5,4,7,3,11,4,10,4,5,8,10,9,4,5,8,3,5,4,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,2,7,4,6,5,11,2,8,5,6,4,9,4,7,4,6,6,8,6,7,4,6,4,10,3,7,4,5,5,7,6,3,0,3,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,6,11,32,5,20,1,0,7,0,8,0,8,0,7,19,5,0,5,0,6,0,6,2,7,4,6,0,5,0,5,0,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,14,5,28,5,6,4,7,4,5,4,5,4,6,4,5,4,5,4,13,2,11,5,5,4,5,4,7,4,6,4,7,4,5,0,2,0,2,0,2,1,2,0,2,0,2,0,2,0,2,0,2,1,2,0,2,1,2,2,2,0,2,1,2,1
170. DAUGAVPILS IESPĒJU VIDUSSKOLA,8,0,5,0,4,0,3,0,3,0,1,0,1,0,3,2,2,0,1,0,1,0,3,0,1,0,2,0,1,0,1,0,55,4,39,3,33,4,33,1,26,4,24,5,26,6,26,4,25,4,21,4,22,4,23,4,21,5,22,4,22,4,20,5,22,5,8,5,8,4,8,4,6,4,5,4,7,4,6,4,6,4,5,4,6,4,6,4,5,4,6,4,5,4,6,4,4,0,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,39,1,12,1,16,2,11,2,10,1,9,1,10,1,11,0,11,1,9,1,9,1,10,1,10,1,11,0,11,1,9,1,0,0,0,0,0,0,0,0,0,0,79,7,30,7,42,8,78,5,63,8,34,11,24,8,26,7,22,6,24,6,20,6,22,6,20,7,21,6,22,7,37,7,146,6,132,4,86,6,87,5,90,6,107,9,107,6,96,6,81,9,80,6,13,1,6,1,6,1,7,1,6,1,6,0,0,0,6,1,5,1,5,1,5,1,6,0,5,1,5,1,5,1,5,1,0,0,0,0,0,0,5,2,6,1,13,1,5,1,4,1,4,1,3,1,3,1,5,1,7,1,4,1,4,1,3,1,3,1,4,1,6,1,23,3,9,5,11,6,12,6,6,5,10,2,6,5,7,5,9,5,12,5,9,4,8,6,8,5,6,4,7,5,7,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,4,11,3,12,3,9,5,10,4,10,3,10,2,10,3,12,3,10,3,9,3,10,3,8,3,8,3,10,3,11,3,4,0,3,0,2,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,24,2,16,0,2,2,2,3,2,2,2,3,16,1,2,2,2,2,2,2,2,2,4,1,2,3,2,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,21,3,4,3,2,2,2,2,2,1,3,1,2,2,2,1,10,3,2,1,0,3,1,2,0,3,0,3,2,2,8,0,2,0,2,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0
"171. PROFESIONĀLĀS IZGLĪTĪBAS KOMPETENCES CENTRS ""DAUGAVPILS BŪVNIECĪBAS TEHNIKUMS""",1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,1,8,2,8,1,5,1,5,1,5,1,7,1,6,1,7,1,5,1,7,1,4,1,6,1,6,1,4,1,5,1,16,5,7,3,6,4,8,1,6,3,5,3,6,4,6,4,8,4,7,4,7,4,7,4,7,4,7,4,8,4,8,6,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,26,0,10,0,11,0,11,0,8,0,10,0,8,0,10,0,8,0,8,0,8,0,8,0,9,1,9,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,39,3,14,1,24,1,29,4,30,1,16,2,17,1,14,1,17,1,13,1,13,1,13,1,13,1,13,1,15,1,18,3,52,2,50,4,28,4,27,5,29,3,29,4,37,3,27,3,25,4,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,4,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,3,0,23,3,12,6,12,6,14,5,9,6,7,8,6,7,6,7,7,9,10,6,6,6,8,4,9,5,7,5,6,8,8,6,1,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,1,4,0,6,0,6,1,5,0,6,0,5,0,4,1,4,1,5,0,5,0,6,0,6,0,5,0,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,11,0,5,0,2,0,3,0,1,0,1,0,3,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,0,2,0,3,0,3,0,2,0,1,0,2,0,2,0,2,0,2,0,2,1,2,0,3,0,2,0
172. DAUGAVPILS STROPU PAMATSKOLA-ATTĪSTĪBAS CENTRS,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,6,2,3,2,2,2,5,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,0,4,0,2,0,1,0,1,0,1,0,1,0,4,0,1,0,3,0,1,0,12,0,6,2,3,2,5,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,2,0,0,0,0,0,0,0,0,0,0,22,1,6,2,11,1,11,1,10,3,8,1,6,2,6,2,6,2,5,2,5,2,5,2,5,2,5,2,5,1,14,2,24,0,22,4,15,0,15,0,15,0,19,0,15,0,13,1,13,1,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,0,1,2,1,1,2,1,0,0,1,2,0,5,3,0,3,4,3,6,3,0,3,0,3,0,3,0,3,1,3,0,3,3,0,0,3,0,3,0,3,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,1,0,3,0,2,0,2,0,1,0,1,0,1,0,2,0,1,1,1,1,1,0,1,0,2,0,1,0,1,1,0,2,6,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,3,3,4,3,1,3,1,3,2,3,2,3,1,3,1,3,1,3,5,0,1,3,1,3,1,3,1,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173. DAUGAVPILS KULTŪRAS PILS,7,2,7,1,0,1,2,2,1,1,1,1,0,3,0,4,2,1,0,2,0,1,0,1,1,2,0,2,2,0,0,3,65,0,35,2,27,0,23,0,20,0,20,0,19,0,23,0,24,0,19,0,22,0,25,0,22,0,20,1,22,0,20,1,33,1,24,3,17,3,21,3,19,3,16,3,16,3,16,3,15,3,15,4,15,4,18,3,18,3,17,4,16,5,16,4,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,51,0,15,1,21,1,16,1,9,2,9,1,11,2,11,0,10,0,8,0,9,0,11,0,8,0,12,0,8,0,8,0,1,0,1,0,0,0,0,0,0,0,81,5,27,4,34,5,51,6,51,6,24,5,26,5,24,4,25,5,27,4,23,4,21,5,22,6,19,4,20,6,44,5,169,6,140,7,117,5,98,7,113,5,121,4,127,5,115,3,103,4,99,7,16,0,8,0,5,0,5,0,6,0,5,0,0,0,8,0,5,0,4,0,5,0,4,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,6,0,1,0,11,0,2,0,1,0,2,0,1,0,1,0,3,0,3,2,2,0,2,1,1,0,2,1,1,0,2,0,19,2,8,2,12,1,8,2,5,1,8,1,6,1,7,1,7,1,6,3,5,1,4,2,6,1,6,1,4,1,5,1,0,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,5,7,3,6,5,8,3,6,3,6,3,7,3,8,3,5,5,6,4,8,3,7,4,7,3,8,3,5,5,6,4,7,0,4,0,4,0,3,0,4,0,3,0,4,0,2,0,4,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,5,1,20,2,3,0,2,2,2,0,1,0,1,0,8,0,1,0,1,0,1,0,1,3,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,15,5,5,5,3,4,2,4,2,5,3,4,3,4,3,4,10,2,4,4,3,4,1,4,1,4,3,4,3,3,6,0,1,1,0,1,3,1,0,1,0,1,0,1,0,1,2,1,1,1,1,1,0,1,0,1,0,1,2,1,0,1
174. DAUGAVPILS 11. PAMATSKOLA,7,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,23,0,20,1,22,0,16,1,16,0,15,0,17,0,17,0,14,0,16,0,18,0,15,0,13,0,16,0,13,1,28,1,21,0,17,2,16,2,18,2,15,3,15,2,16,2,10,2,15,3,11,2,14,2,13,3,14,3,14,3,12,2,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,57,0,9,1,14,1,9,2,7,4,10,4,8,3,7,2,9,3,9,3,9,3,8,4,8,4,8,3,11,4,10,3,2,0,2,0,2,0,2,0,2,0,67,4,32,6,36,5,51,8,47,2,28,6,24,5,21,5,23,6,21,6,21,6,17,6,23,4,19,7,24,5,37,8,110,2,83,7,58,3,54,4,60,6,68,7,67,4,61,5,52,6,53,6,7,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,5,1,4,1,8,0,3,1,1,1,1,1,1,1,1,1,6,1,3,1,2,1,1,1,1,1,1,1,1,1,3,1,22,1,6,4,7,6,12,2,6,1,5,2,4,1,5,2,3,1,6,0,3,2,5,1,4,0,5,2,3,1,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,14,0,13,1,13,0,11,1,11,0,14,1,11,0,14,1,12,3,13,1,11,0,13,0,12,1,11,1,12,1,1,0,2,1,2,0,1,0,3,0,1,0,2,0,2,0,2,0,1,1,1,1,1,0,2,0,1,0,1,1,1,0,8,6,29,3,17,2,7,7,5,5,2,4,4,6,16,4,4,5,0,5,0,4,3,3,1,4,2,4,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,15,2,3,2,1,4,2,2,3,1,1,2,1,2,2,2,4,2,3,2,2,2,1,2,1,2,1,2,4,2,3,0,2,1,2,1,1,0,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
